file,chunk_id,content
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,152,"8. Below is a SimpleHTR algorithm pipeline in short [49]:  Input is a gray-scale image of fixed size 128 x 32 (W x H)  CNN layers map this gray-scale image to a feature sequence of size 32 x 256  LSTM layers with 256 units map this feature sequence to a matrix of size 32 x 80: here 32 represents the number of time-steps (horizontal positions) in an image with a word; 80 represents probabilities of different characters at a certain time-step in that image)  CTC layer may work in 2 modes: loss mode to learn to predict the right character at a time-step when training; decoder mode to get the recognized word when testing  batch size is equal to 50 SimpleHTR model ideally requires handwritten texts to be split into words; otherwise, recognition of a full text line would result in low accuracy since 32 time-steps are insufficient to handle a large number of characters in that text line."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,153,"6.4 LineHTR model LineHTR model [36] is just an extension of the previous SimpleHTR model, which was developed to enable the model to process images with a full text line (not a single word only), thus, to increase the models accuracy further."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,154,"Architecture of LineHTR model is quite similar to that of SimpleHTR model, with some differences in the Content courtesy of Springer Nature, terms of use apply. Rights reserved."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,155,Multimedia Tools and Applications 1 3 number of CNN and LSTM layers and size of those layers input: it has 7 CNN and 2 Bidirectional LSTM (BLSTM) layers.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,156,"Below is a LineHTR algorithm pipeline in short [36]:  Input is a gray-scale image of fixed size 800 x 64 (W x H)  CNN layers map this gray-scale image to a feature sequence of size 100 x 512  BLSTM layers with 512 units map this feature sequence to a matrix of size 100 x 205: here 100 represents the number of time-steps (horizontal positions) in an image with a text line; 205 represents probabilities of different characters at a cer tain time-step in that image)  CTC layer may work in 2 modes: loss mode to learn to predict the right character at a time-step when training; decode mode to get the final recognized text line when testing 6.5 Nomeroff net OCR model According to the authors of Nomeroff Net automatic number-plate recognition system [42], the OCR architecture solution is shown in Fig."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,157,"9. As can be seen from the Fig. 9, the Nomeroff Net OCR algorithm pipeline is as follows:Fig."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,158,"8 SimpleHTR architecture contain 5 CNN layers as an encoder with 2 LSTM layers to decode the feature and pass it to the CTC loss function Content courtesy of Springer Nature, terms of use apply."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,159,"Rights reserved.Multimedia Tools and Applications 1 3  Input is a gray-scale image of fixed size 64 x 128 (W x H)  This gray-scale image is then introduced into 2 subsequent CNN layers, which in turn output feature maps of (16 x 32) x 16 size  Then these feature maps are reshaped into a single map of 256 x 32 size  then this map is introduced into a fully connected (FC) layer  the output from FC layer is directed to 2 parallel recurrent neural network (RNN) layers of gated recurrent unit (GRU)  outputs from 2 GRU layers are combined into one by Element-wise addition operation to form a map of 512 x 32 size  then this map is directed to 2 parallel GRU RNN layers again  outputs from the last 2 GRU layers are concatenated to form a map of 1024 x 32 size  then this map is introduced into subsequent FC and Softmax layers, before being directed to CTC decoder to obtain the final recognized text Although Nomeroff Net OCR architecture was designed to recognize machine typed car numbers, it is also worth to check the models performance on handwritten text recognition tasks."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,160,That is why this model is also included in the list of RNN architectures evaluated in this research work.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,161,6.6 Bluche model Bluche model [9] proposes a new neural network structure for modern handwriting text recognition (HTR) as an opportunity for RNNs in multidimensional LSTM.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,162,The model is totally based on a deep convolutional input image encoder and a bi-directional LSTM decoder predicting sequences of characters.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,163,"Its goal is to generate standard, multi-lingual and reusable tasks in this paradigm using the convolutional encoder to leverage more records for transfer learning."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,164,"The encoder in the Bluche model contains 3x3 convolutional layer with 8 features, 2x4 convolutional layer with 16 features, a 3x3 gated convolutional layer, 3x3 convolutional layer with 32 features, 3x3 gated convolutional layer, 2x4 convolutional layer with 64 features and 3x3 convolutional layer with 128 features."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,165,The decoder contains 2 bidirectional LSTM layers of 128 units and 128 dense layers between the LSTM layers. Figure 10 shows the Bluche architecture. Fig.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,166,"9 Nomeroffs number plate recognition model architecture Content courtesy of Springer Nature, terms of use apply. Rights reserved."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,167,Multimedia Tools and Applications 1 3 6.7 Puigcerver model Modern approaches of Puigcerver model [45] to offline HTR dramatically depend on 1-LSTM and 2-LSTM networks.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,168,Puigcerver model has a high level of recognition rate and a large number of parameters (around 9.6 million).
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,169,"This implies that LSTM dependencies, theoretically modeled by recurrent layers, might not be sufficient, at least in the lower lay ers of the system, to achieve high recognition accuracy."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,170,Figure 11 shows the Puigcerver architecture. The Puigcerver model has three important parts :  Convolutional blocks: they include 2-D convolutional layer with 3x3 kernal size and 1 horizontal and vertical stride.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,171,number of filters is equal to 16n at the n-th layer of Conv.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,172,"Recurrent blocks: Bidirectional 1D-LSTM layers form recurrent blocks, that transfer the input image column-wise from left to right and from right to left."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,173,The output of the two directions is concatenated depth-wise. Linear layer: the output of recurrent 1D-LSTM blocks are fed to linear layer to predict the output label.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,174,Dropout is implemented before the Linear layer to prevent overfitting (also with probability 0.5). Fig.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,175,"10 Bluche HTR model contain 8 CNN and 2 BLSTM layers Content courtesy of Springer Nature, terms of use apply."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,176,"Rights reserved.Multimedia Tools and Applications 1 3 6.8 AttentionGatedCNNBGRU model Attention-based Fully Gated CNN-BGRU [2], aiming at improving HTR model accuracy in handwritten Cyrillic text recognition task."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,177,"The architecture is shown in Fig. 12. This models architecture consists of 4 main parts: encoder, attention, decoder, and CTC."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,178,"An encoder part consists of 5 convolutional blocks, each of which is made up of a convolutional layer, Parametric Rectified Linear Unit (PReLU) activator [28] with Batch Normalization, and gated convolutional layer [9]."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,179,The Dropout technique is also applied at the input of some convolutional layers (with a dropout probability of 0.5) to reduce the Fig.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,180,"11 Puigcerver HTR model contain 5 CNN and 5 BLSTM layers Content courtesy of Springer Nature, terms of use apply. Rights reserved. Multimedia Tools and Applications 1 3 overfitting issue [53]."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,181,"As an attention part of this models architecture, Bahdanau attention mechanism is used [6]."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,182,"Generally, attention mechanisms encode an input sentence by segmenting it into a fixed number of parts so they can be processed later by a decoder."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,183,"Bahdanau attention mechanism enabled attention mechanism to focus on relevant parts of an input sentence, rather than hard segmenting it."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,184,The key role of Bahdanau attention mechanism applied between an encoder and decoder is to provide a richer encoding of the input sequence. 6.9 Results All the models were trained on the HKR dataset.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,185,"We evaluated these models by the standard performance measures used for all results presented: CER, CER*, and WER."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,186,"For all models, the minibatch of 32 size and Early Stopping after 20 epochs without improvement in validation loss value and lr=0.001 were set. For the best use of each model, within the Fig."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,187,"12 Attention-Gated-CNNBGRU architecture for handwriting recognition. The system contains four main parts: (A) encoder, (B) attention block, (C) decoder, (D) CTC Fig."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,188,"13 SimpleHTR model per formance on TEST1 and TEST2 datasets Content courtesy of Springer Nature, terms of use apply."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,189,"Rights reserved.Multimedia Tools and Applications 1 3 20 tolerance epochs, ReduceLRonPlateau schedule [55] with a decay factor of 0.2 after 10 epochs without improvement in validation loss value was also used."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,190,"All of the following figures present the character error rate, which shows how the model detects each character."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,191,"The first experiment was conducted with SimpleHTR model which showed a per formance with average of 58.97% WER, 33.26 CER*, and 19.98% CER on TEST1 and 11.09% WER, 2.45 CER*, and 1.55% CER on TEST2 datasets (Fig."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,192,13). This big differ ence in CER rates shows that SimpleHTR model overfitted to words seen in the training stage and demonstrated a lower level of generalization.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,193,The next experiment was carried out with LineHTR model which was trained on data for 100 epochs.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,194,"This model demonstrated a performance with average 85.66% WER, 47.46 CER*, and 33.63% CER on TEST1 and 21.99% WER, 5.41 CER*, and 3.51% CER on TEST2 datasets (Fig. 14)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,195,A similar tendency of overfitting to training data can be observed here as well.Fig. 14 LineHTR model perfor mance on TEST1 and TEST2 datasets Fig.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,196,"15 NomeroffNet HTR model performance on TEST1 and TEST2 datasets Content courtesy of Springer Nature, terms of use apply. Rights reserved."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,197,Multimedia Tools and Applications 1 3 The same experiments were conducted with Nomeroff Net HTR model.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,198,"Unlike previous models examined, this model showed a lower average of 80.28% WER, 52.37 CER*, and 34.84% CER on TEST1 and 50.19% WER, 16.23 CER*, and 10.19% CER on TEST2 datasets (Fig. 15)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,199,"As can be observed from the figure, NomeroffNet model also suffers from overfitting."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,200,"The experiments on HTR were also conducted with Puigcerver and Bluche models and the following results for recognition errors were obtained for the test datasets: 1) The Bluche model achieved 76.43% WER, 31.91 CER*, and 22.31% CER in the TEST1 dataset and of 69.13% WER, 21.84 CER*, and 12.94% CER in the TEST2 dataset (Fig."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,201,"16); 2)The Puigcerver HTR model showed 100.00% WER, 82.00 CER*, and 69.15% CER in the TEST1dataset and of 98.95% WER, 66.34 CER*, and 49.87% CER in the TEST2 dataset (Fig. 17)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,202,We can observe that the Puigcerver has a higher error rate compared with the other models because the Puigcerver model has many parameters ( 9.6M) and underfitting on the dataset.Fig.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,203,"16 Bluche HTR model per formance on TEST1 and TEST2 dataset Fig. 17 Puigcerver HTR model performance on TEST1 and TEST2 dataset Content courtesy of Springer Nature, terms of use apply."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,204,Rights reserved.Multimedia Tools and Applications 1 3 Training of Attention-Gated-CNN-BGRU model took 240 epochs.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,205,The CER rates on TEST1 and TEST2 datasets were reported as 8.34% and 8.36% respectively (Fig. 18).
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,206,"As can be seen from the figure, Attention-based Fully Gated CNN-BGRU model resulted in lower CER and generalization rates overall. Table 1 shows the result of comparison between all models."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,207,"7 Conclusion and future work In this research work, firstly, we have built the handwritten Kazakh, Russian database. The database can serve as a basis for research in handwriting recognition."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,208,"This contains Russian Words (Areas, Cities, Village, Settlements, Areas, Streets) by a hundred different writers. It also incorporates the most popular words in the Republic of Kazakhstan."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,209,"A few preprocessing and segmentation procedures have been developed together with the database. Finally, it contains free handwriting forms in any area of the writers interest."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,210,"This database is meant to provide a training and testing set for Kazakh, Russian Words recognition Fig."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,211,"18 Attention-based Fully Gated CNN-BGRU model per formance on TEST1 and TEST2 datasets Table 1 CER, CER*, and WER for Bluche, Puigcerver, NomeroffNet, LineHTR, SimpleHTR, and AttentionGated-CNN-BGRU Model TEST1 TEST2 WER CER* CER WER CER* CER Puigcerver 100.00% 82.00% 69.15% 98.95% 66.34% 49.87% Bluche 76.43% 31.91% 22.31% 69.13% 21.84% 12.94% NomeroffNet 80.28% 52.37% 34.84% 50.19% 16.23% 10.19% LineHTR, 85.66% 47.46% 33.63% 21.99% 5.41% 3.51% SimpleHTR 58.97% 33.26% 19.98% 11.09% 2.45% 1.55% Attention-GatedCNN-BGRU 38.54% 12.12% 8.34% 56.36% 16.5% 8.36% Content courtesy of Springer Nature, terms of use apply."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,212,"Rights reserved. Multimedia Tools and Applications 1 3 research. In the future, further work on gathering Handwriting samples of keywords and envelope shots will continue."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,213,"At the same time, envelopes are annotated and various metrics are checked to evaluate the recognition error."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,214,"In order for the artifacts to not interfere, we need to collect as much tagged data as possible."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,215,"Secondly, this research work tried to solve a handwritten Cyrillic postal-address interpretation task using well-known RNN models, such as SimpleHTR, LineHTR, NomeroffNet, Bluche, Puigcerver, and Attention-Gated-CNN-BGRU HTR models."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,216,These RNN models were first quantitatively evaluated against each other to select the best per forming one.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,217,"According to experiments, the Attention-Gated-CNN-BGRU HTR model demonstrated the highest recognition rate overall."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,218,One of this research works goals was to investigate and quantitatively compare the state-of-the-art RNN models to choose the best performing one in a handwritten Cyrillic postal-address recognition task.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,219,This goal also incorporates all efforts put into improving the best performing RNN model.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,220,"According to experiment results, the Attention-GatedCNN-BGRU HTR model demonstrated comparatively better results in terms of generalization and overall accuracy (see Table 1)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,221,"This model was then extended to the modified version, called Attention-based Fully Gated CNN-BGRU model. As figures 13-18 show, generally average CERs of all models tend to be high."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,222,It seems the reason for that is large differences between frequencies of Cyrillic characters.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,223,"In other words, since the dataset includes a small number of Kazakh language handwritings, the language characters have lower frequencies (distribution in the dataset) compared to other Cyrillic letters."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,224,"Consequently, above mentioned models struggle to recognize these char acters resulting in very low recognition rates. Hence, this affects the overall average CER."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,225,"The dataset also includes non-alphabetic characters (such as .,! and so on) with small distributions."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,226,"SimpleHTR, LineHTR, and NomeroffNet models seemed to prone to overfitting while being trained in Cyrillic handwritings."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,227,"It seems that enriching the dataset with a variety of Kazakh and Russian words, and making it balanced will solve this issue."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,228,"Generally, all models examined in this research proved that there is need for more data, especially containing Kazakh language words."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,229,"As future work, a Telegram bot was created to collect a new dataset with predominantly Kazakh language words."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,230,"Currently, the handwriting recognition model developed by this research is not ready to use at a production level, like in a postal company."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,231,The development of a web application that enables easy-touse interface for users is still being developed.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,232,Acknowledgements We would like to thank the following people for helping with this research project: Maksat Kanatov and Kuanysh Slyamkhan.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,233,This work was funded by the Ministry of Education and Science of the Republic of Kazakhstan (Grant No AP05135175) References 1.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,234,"Abadi M, Agarwal A, Barham P, Brevdo E et al (2016) Tensorflow: Large-scale machine learning on heterogeneous distributed systems. CoRR. http:// arxiv. org/ abs/ 1603. 04467 2."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,235,"Abdallah A, Hamada M, Nurseitov D (2020) Attention-based fully gated CNN-BGRU for Russian handwritten text. J Imaging 6(12), 141. http:// dx. doi. org/ 10. 3390/ jimag ing61 20141 3."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,236,Al-maadeed S (2012) Text-dependent writer identification for Arabic handwriting. J Electr Comput Eng. https:// doi. org/ 10. 1155/ 2012/ 794106 4.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,237,"Al-maadeed S, Elliman D, Higgins C (2002) A data base for Arabic handwritten text recognition research. In: Int Arab J Info Technol vol. 1, pp. 485489. IEEE. https:// doi. org/ 10. 1109/ IWFHR. 2002."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,238,"10309 57 Content courtesy of Springer Nature, terms of use apply. Rights reserved.Multimedia Tools and Applications 1 3 5."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,239,"Al-maadeed S, Higgins C, Elliman D (2004) Off-line recognition of handwritten Arabic words using multiple hidden Markov models."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,240,"In: The Twenty-third SGAI International Conference on Innovative Techniques and Applications of Artificial Intelligence vol. 17, pp. 7579. https:// doi. org/ 10. 1016/j. knosys. 2004. 03. 002 6."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,241,"Bahdanau D, Cho K, Bengio Y (2015) Neural machine translation by jointly learning to align and translate."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,242,"In: 3rd International Conference on Learning Representations, San Diego, CA, USA, May 7-9, 2015, Conference Track Proceedings. http:// arxiv. org/ abs/ 1409. 0473 7."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,243,"Bensefia A, Paquet T, Heutte L (2005) A writer identification and verification system. Pattern Recogn Lett 26(13):20802092. https:// doi. org/ 10. 1016/j. patrec. 2005. 03. 024 8."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,244,"Bhattacharya U, Shridhar M, Parui S, Sen P, Chaudhuri B (2012) Offline recognition of handwritten Bangla characters: An efficient two-stage approach. Pattern Anal Applic 15(4):445458. https:// doi."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,245,"org/ 10. 1007/ s100440120278-6 9. Bluche T, Messina R (2017) Gated convolutional recurrent neural networks for multilingual handwriting recognition."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,246,"In: 14th IAPR International Conference on Document Analysis and Recognition (ICDAR), vol. 1, pp. 646651. IEEE. 10.1109/ICDAR.2017.111 10."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,247,"Bostanbekov K, Tolegenov R (2020) Character error rate (cer) method. https:// github. com/ abdoe lsaye d2016/ CAR 11."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,248,"Bulacu M, Schomaker L (2007) Text-independent writer identification and verification using textural and allographic features. IEEE Trans Pattern Anal Mach Intell 29(4):701717. https:// doi. org/ 10."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,249,"1109/ TPAMI. 2007. 1009 12. Bunke H, Bengio S, Vinciarelli A (2004) Offline recognition of unconstrained handwritten texts using HMMs and statistical language models."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,250,"IEEE Trans Pattern Anal Mach Intell 26(6):709720. https:// doi. org/ 10. 1109/ TPAMI. 2004. 14 13. Daniels Z, Baird H (2013) Discriminating features for writer identification."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,251,"In: 12th International Conference on Document Analysis and Recognition, pp. 13851389. IEEE. https:// doi. org/ 10. 1109/ ICDAR. 2013. 280 14."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,252,"Das S, Banerjee S (2014) An algorithm for japanese character recognition. Int J Image Graph Signal Process 7(1):915. https:// doi. org/ 10. 5815/ ijigsp. 2015. 01. 02 15."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,253,"Diem M, Fiel S, Garz A, Keglevic M, Kleber F, Sablatnig R (2013) ICDAR 2013 competition on handwritten digit recognition (HDRC 2013)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,254,In: 12th International Conference on Document Analysis and Recognition pp. 14221427. IEEE. https:// doi. org/ 10. 1109/ ICDAR. 2013. 287 16.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,255,"Dreuw P, Doetsch P, Plahl C, Ney H (2011) Hierarchical hybrid MLP/HMM or rather MLP features for a discriminatively trained Gaussian HMM: A comparison for offline handwriting recognition."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,256,In: 18th IEEE Int Conf Image Process pp. 35413544. IEEE. https:// doi. org/ 10. 1109/ ICIP. 2011. 61164 80 17.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,257,"Fiel S, Sablatnig R (2013) Writer identification and writer retrieval using the fisher vector on visual vocabularies. In: 12th International Conference on Document Analysis and Recognition pp. 545549."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,258,"IEEE. https:// doi. org/ 10. 1109/ ICDAR. 2013. 114 18. Fischer A, Keller A, Frinken V, Bunke H (2012) Lexicon-free handwritten word spotting using character HMMs. Pattern Recognit Lett 33(7):934942."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,259,"https:// doi. org/ 10. 1016/j. patrec. 2011. 09. 009 19. Fischer A, Suen C, Frinken V, Riesen K, Bunke H (2013) A fast matching algorithm for graph-based handwriting recognition."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,260,In: International Workshop on Graph-Based Representations in Pattern Recognition pp. 194203. Springer. https:// doi. org/ 10. 1007/ 978-364238221521 20.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,261,"Frinken V, Bunke H (2014) Continuous Handwritten Script Recognition, pp. 391425. Springer London, London. https:// doi. org/ 10. 1007/ 978-085729859-1_ 12 21."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,262,"Frinken V, Fischer A, Manmatha R, Bunke H (2011) A novel word spotting method based on recurrent neural networks. IEEE Trans Pattern Anal Mach Intell 34(2):211224. https:// doi. org/ 10. 1109/ TPAMI."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,263,"2011. 113 22. Gatos B, Pratikakis I, Perantonis S (2006) Hybrid off-line cursive handwriting word recognition. In: 18th Int Conf Pattern Recognit vol. 2, pp. 9981002. IEEE. https:// doi. org/ 10."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,264,"1109/ ICPR. 2006. 644 23. Geist JC, Wilkinson R, Janet S, Grother PJ, Hammond B, Larsen NW, Klear R, Matsko MJ, Burges CJ, Creecy R et al (1994) The second census optical character recognition systems conference."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,265,"Tech. rep, National Institute of Standards and Technology 24. Grosicki E, Carr M, Geoffrois E, Prteux F (2006) RIMES evaluation campaign for handwritten mail processing."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,266,"In: Proceedings of the Tenth International Workshop on Frontiers in Handwriting Recognition, pp. 231235 25."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,267,"Guichard L, Toselli AH, Coasnon B (2010) Handwritten word verification by SVM-based hypotheses re-scoring and multiple thresholds rejection."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,268,In: 12th International Conference on Frontiers in Handwriting Recognition pp. 5762. IEEE. https:// doi. org/ 10. 1109/ ICFHR. 2010. 15 26.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,269,"Gnter S, Bunke H (2003) Ensembles of classifiers for handwritten word recognition. Int J Doc Anal Recognit 5(4):224232. https:// doi. org/ 10."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,270,"1007/ s100320020088-2 Content courtesy of Springer Nature, terms of use apply. Rights reserved. Multimedia Tools and Applications 1 3 27."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,271,"Ha TM, Bunke H (1997) Off-line, handwritten numeral recognition by perturbation method. IEEE Trans Pattern Anal Mach Intell 19(5):535539. https:// doi. org/ 10. 1109/ 34. 589216 28."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,272,"He K, Zhang X, Ren S, Sun J (2015) Delving deep into rectifiers: Surpassing human-level performance on imagenet classification. In: Proc IEEE Int Conf Comput Vis pp. 10261034 29."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,273,"Hinton G, Srivastava N, Swersky K (2012) Neural networks for machine learning lecture 6a overview of mini-batch gradient descent. Cited on 14(8) 30."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,274,"Jain R, Doermann D (2011) Offline writer identification using K-adjacent segments. In: International Conference on Document Analysis and Recognition, pp. 769773. IEEE. https:// doi. org/ 10."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,275,"1109/ ICDAR. 2011. 159 31. John J, Balakrishnan K, Pramod V (2013) A system for offline recognition of handwritten characters in malayalam script. Int J Image Graph Signal Process 5:5359."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,276,"https:// doi. org/ 10. 5815/ ijigsp. 2013. 04. 07 32. Kermorvant C, Louradour J (2010) Handwritten mail classification experiments with the RIMES database."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,277,"In: 12th International Conference on Frontiers in Handwriting Recognition, pp. 241246. IEEE. https:// doi. org/ 10. 1109/ ICFHR. 2010. 45 33."
